molecule_chembl_id,canonical_smiles,standard_value,standard_units,pchembl_value,bioactivity_class,MW,LogP,HBD,HBA
CHEMBL4779681,O=c1ccc2ccc(Oc3nc(Nc4ccc(N5CCC(N6CCCCC6)CC5)c(F)c4)nc4ccsc34)cc2[nH]1,12430.0,nM,4.91,inactive,570.6940000000003,6.662500000000006,2.0,8.0
CHEMBL4791953,CN1CCN(Cc2ccc(Nc3nc(Oc4ccc5ccc(=O)[nH]c5c4)c4sccc4n3)cc2)CC1,10000.0,nM,,inactive,498.6120000000002,4.816100000000003,2.0,8.0
CHEMBL4785528,CCN1CCN(Cc2ccc(Nc3nc(Oc4ccc5ccc(=O)[nH]c5c4)c4sccc4n3)cc2)CC1,10000.0,nM,,inactive,512.6390000000002,5.2062000000000035,2.0,8.0
CHEMBL4780855,CN(C)CCNc1ccc(Nc2nc(Oc3ccc4ccc(=O)[nH]c4c3)c3sccc3n2)cc1F,13970.0,nM,4.86,inactive,490.5640000000002,5.181300000000004,3.0,8.0
CHEMBL4798996,CN1CCN(c2ccc(Nc3nc(Oc4ccc5ccc(=O)[nH]c5c4)c4sccc4n3)nc2)CC1,10000.0,nM,,inactive,485.5730000000002,4.215500000000002,2.0,9.0
CHEMBL4778698,O=c1ccc2ccc(Oc3nc(Nc4ccc(F)cc4)nc4ccsc34)cc2[nH]1,10000.0,nM,,inactive,404.4260000000001,5.2078000000000015,2.0,6.0
CHEMBL4783097,COc1cccc(Nc2nc(Oc3ccc4ccc(=O)[nH]c4c3)c3sccc3n2)c1,10000.0,nM,,inactive,416.4620000000001,5.077300000000002,2.0,7.0
CHEMBL3786343,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,39.0,nM,7.41,active,486.6010000000003,5.103500000000004,2.0,8.0
CHEMBL1173655,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,0.24,nM,9.62,active,485.94700000000023,4.389900000000002,2.0,7.0
CHEMBL4799113,COCC/C(=N\S(=O)(=O)Cc1ccc(Cl)cc1)Nc1ccc(Oc2ccnc3cc(OCCCN4CCOCC4)c(OC)cc23)c(F)c1,10000.0,nM,,inactive,701.217,6.306200000000007,1.0,9.0
CHEMBL4531109,O=C1Nc2ccccc2N/C1=C\C(=O)c1cccc2ccccc12,370.0,nM,6.43,active,314.344,3.970600000000002,2.0,3.0
CHEMBL4795574,N#Cc1ccc2c(c1)N/C(=C\C(=O)c1cccc3ccccc13)C(=O)N2,10000.0,nM,,inactive,339.35400000000004,3.8422800000000024,2.0,4.0
CHEMBL4795574,N#Cc1ccc2c(c1)N/C(=C\C(=O)c1cccc3ccccc13)C(=O)N2,10000.0,nM,,inactive,339.35400000000004,3.8422800000000024,2.0,4.0
CHEMBL4779194,C=CCSSCCC(=O)OCCCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,10000.0,nM,,inactive,564.527,6.414100000000005,1.0,9.0
CHEMBL4779194,C=CCSSCCC(=O)OCCCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,10000.0,nM,,inactive,564.527,6.414100000000005,1.0,9.0
CHEMBL4791960,CC(C)(C)c1cc(NC(=O)Cc2ccc(Nc3ncnc4[nH]c(-c5ccc(S(C)(=O)=O)cc5)cc34)cc2)no1,56780.0,nM,4.25,inactive,544.6370000000002,5.238700000000004,3.0,8.0
CHEMBL49120,CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,100.0,nM,,active,512.4410000000004,5.766500000000005,1.0,6.0
CHEMBL4868909,COc1cccc(-c2cc(-c3c(O)c4ccccc4oc3=O)nc(N)c2C#N)c1,33.0,nM,7.48,active,385.37900000000013,3.6900800000000027,2.0,7.0
CHEMBL554,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,15.0,nM,7.82,active,581.0690000000002,6.139100000000005,2.0,8.0
CHEMBL4845732,CCS(=O)(=O)NNC(=O)CSc1nc2ccccc2c(=O)n1Cc1ccc2c(c1)OCO2,146.9,nM,6.83,active,476.5360000000003,1.2360999999999995,2.0,8.0
CHEMBL4850856,O=C(CSc1nc2ccccc2c(=O)n1Cc1ccc2c(c1)OCO2)Nc1ccccc1F,207.1,nM,6.68,active,463.4900000000002,4.043400000000003,1.0,6.0
CHEMBL4855312,O=C(CSc1nc2ccccc2c(=O)n1Cc1ccc2c(c1)OCO2)Nc1ccc(I)cc1,754.3,nM,6.12,active,571.3960000000002,4.508900000000003,1.0,6.0
CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,96.6,nM,7.01,active,393.4430000000002,3.405100000000002,1.0,7.0
CHEMBL24828,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,850.0,nM,6.07,active,475.3620000000003,4.426100000000003,1.0,5.0
CHEMBL4877054,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1,18.3,nM,7.74,active,574.0340000000003,5.009700000000002,3.0,8.0
CHEMBL4861346,COc1cc2ncnc(Nc3ccc(Cl)c(C(F)(F)F)c3)c2cc1OCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1,13.7,nM,7.86,active,624.0410000000003,5.889400000000005,3.0,8.0
CHEMBL4859542,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCC(=O)Nc4ccc(S(N)(=O)=O)cc4)cc23)c1,49.2,nM,7.31,active,545.6210000000003,4.198500000000002,3.0,8.0
CHEMBL4855080,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1,34.8,nM,7.46,active,574.0340000000003,5.009700000000002,3.0,8.0
CHEMBL4853833,COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1,27.0,nM,7.57,active,589.5960000000003,5.236000000000003,3.0,8.0
CHEMBL4873098,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1,16.5,nM,7.78,active,680.1580000000004,6.5887000000000056,3.0,9.0
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,17.1,nM,7.77,active,446.9100000000004,4.275600000000003,1.0,7.0
CHEMBL3353410,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,58.2,nM,7.24,active,499.6190000000003,4.509800000000003,2.0,7.0
CHEMBL4846607,NS(=O)(=O)c1ccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(C(F)(F)F)c4)c3c2)cc1,51.2,nM,7.29,active,518.5460000000002,4.848500000000002,4.0,6.0
CHEMBL4857605,NS(=O)(=O)c1ccc(CCNC(=S)Nc2ccc3ncnc(Nc4cccc(C(F)(F)F)c4)c3c2)cc1,42.6,nM,7.37,active,546.6000000000001,4.568700000000002,4.0,6.0
CHEMBL4848093,NS(=O)(=O)c1ccc(CCNC(=S)Nc2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1,28.4,nM,7.55,active,637.1620000000001,5.921400000000004,4.0,7.0
CHEMBL4877054,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1,61.9,nM,7.21,active,574.0340000000003,5.009700000000002,3.0,8.0
CHEMBL4861346,COc1cc2ncnc(Nc3ccc(Cl)c(C(F)(F)F)c3)c2cc1OCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1,37.5,nM,7.43,active,624.0410000000003,5.889400000000005,3.0,8.0
CHEMBL4859542,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCC(=O)Nc4ccc(S(N)(=O)=O)cc4)cc23)c1,48.5,nM,7.31,active,545.6210000000003,4.198500000000002,3.0,8.0
CHEMBL4855080,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1,18.0,nM,7.75,active,574.0340000000003,5.009700000000002,3.0,8.0
CHEMBL4853833,COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1,9.2,nM,8.04,active,589.5960000000003,5.236000000000003,3.0,8.0
CHEMBL4873098,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1,22.8,nM,7.64,active,680.1580000000004,6.5887000000000056,3.0,9.0
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,378.4,nM,6.42,active,446.9100000000004,4.275600000000003,1.0,7.0
CHEMBL3353410,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,8.1,nM,8.09,active,499.6190000000003,4.509800000000003,2.0,7.0
CHEMBL4846607,NS(=O)(=O)c1ccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(C(F)(F)F)c4)c3c2)cc1,135.0,nM,6.87,active,518.5460000000002,4.848500000000002,4.0,6.0
CHEMBL4857605,NS(=O)(=O)c1ccc(CCNC(=S)Nc2ccc3ncnc(Nc4cccc(C(F)(F)F)c4)c3c2)cc1,93.4,nM,7.03,active,546.6000000000001,4.568700000000002,4.0,6.0
CHEMBL4848093,NS(=O)(=O)c1ccc(CCNC(=S)Nc2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1,66.7,nM,7.18,active,637.1620000000001,5.921400000000004,4.0,7.0
CHEMBL4868797,Cn1cc(-c2cc3ncnc(Nc4ccc(CC(=O)Nc5cc(C(C)(C)C)nn5C)cc4)c3s2)cn1,176090.0,nM,,inactive,500.6320000000002,5.047600000000004,2.0,7.0
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,78.0,nM,7.11,active,466.5410000000003,4.354000000000003,2.0,4.0
CHEMBL4861646,O=S1(=O)CC2(OCCO2)c2cc3nccc(Nc4ccc5scnc5c4)c3cc21,10000.0,nM,,inactive,425.49100000000016,3.575000000000002,1.0,8.0
CHEMBL4863294,O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4ccc(Br)cc4F)c3c2)nn1)NO,10.3,nM,7.99,active,528.3860000000002,4.989400000000004,3.0,7.0
CHEMBL1229592,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,4.59,nM,8.34,active,494.9830000000003,4.550800000000003,2.0,8.0
CHEMBL4860398,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,0.35,nM,9.46,active,534.6240000000004,5.236280000000004,3.0,8.0
CHEMBL4873506,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,0.32,nM,9.49,active,534.6240000000004,5.236280000000004,3.0,8.0
CHEMBL4851176,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,0.23,nM,9.64,active,520.5970000000003,4.846180000000004,3.0,8.0
CHEMBL4852664,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,0.52,nM,9.28,active,520.5970000000003,4.846180000000004,3.0,8.0
CHEMBL4868614,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,0.473,nM,9.32,active,548.6510000000004,5.626380000000005,3.0,8.0
CHEMBL4859375,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,0.538,nM,9.27,active,548.6510000000004,5.626380000000005,3.0,8.0
CHEMBL1229592,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,1.98,nM,8.70,active,494.9830000000003,4.550800000000003,2.0,8.0
CHEMBL4860398,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,323.0,nM,6.49,active,534.6240000000004,5.236280000000004,3.0,8.0
CHEMBL4873506,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,326.0,nM,6.49,active,534.6240000000004,5.236280000000004,3.0,8.0
CHEMBL4851176,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,153.0,nM,6.82,active,520.5970000000003,4.846180000000004,3.0,8.0
CHEMBL4852664,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,228.0,nM,6.64,active,520.5970000000003,4.846180000000004,3.0,8.0
CHEMBL4868614,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,581.0,nM,6.24,active,548.6510000000004,5.626380000000005,3.0,8.0
CHEMBL4859375,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,448.0,nM,6.35,active,548.6510000000004,5.626380000000005,3.0,8.0
CHEMBL1229592,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,2.86,nM,8.54,active,494.9830000000003,4.550800000000003,2.0,8.0
CHEMBL4860398,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,0.36,nM,9.44,active,534.6240000000004,5.236280000000004,3.0,8.0
CHEMBL4873506,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,0.38,nM,9.42,active,534.6240000000004,5.236280000000004,3.0,8.0
CHEMBL4851176,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,0.26,nM,9.59,active,520.5970000000003,4.846180000000004,3.0,8.0
CHEMBL4852664,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,0.46,nM,9.34,active,520.5970000000003,4.846180000000004,3.0,8.0
CHEMBL4868614,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,0.55,nM,9.26,active,548.6510000000004,5.626380000000005,3.0,8.0
CHEMBL4859375,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,0.49,nM,9.31,active,548.6510000000004,5.626380000000005,3.0,8.0
CHEMBL1229592,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,4.64,nM,8.33,active,494.9830000000003,4.550800000000003,2.0,8.0
CHEMBL4860398,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,0.32,nM,9.49,active,534.6240000000004,5.236280000000004,3.0,8.0
CHEMBL4873506,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,0.38,nM,9.42,active,534.6240000000004,5.236280000000004,3.0,8.0
CHEMBL4851176,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,0.26,nM,9.59,active,520.5970000000003,4.846180000000004,3.0,8.0
CHEMBL4852664,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,0.41,nM,9.39,active,520.5970000000003,4.846180000000004,3.0,8.0
CHEMBL4868614,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,0.46,nM,9.34,active,548.6510000000004,5.626380000000005,3.0,8.0
CHEMBL4859375,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,0.48,nM,9.32,active,548.6510000000004,5.626380000000005,3.0,8.0
CHEMBL4858583,CN(/N=N\c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)C(=O)OCCl,0.39,nM,9.41,active,405.2450000000001,5.290200000000003,1.0,7.0
CHEMBL603266,O=C(Cn1sccc1=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.36,nM,9.44,active,456.3250000000001,3.9978000000000016,2.0,6.0
CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,54.34,nM,7.26,active,393.4430000000002,3.405100000000002,1.0,7.0
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,166.0,nM,6.78,active,446.9100000000004,4.275600000000003,1.0,7.0
CHEMBL2110732,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,6.0,nM,8.22,active,469.9480000000004,5.1551000000000045,2.0,6.0
CHEMBL1173655,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,10.0,nM,8.00,active,485.94700000000023,4.389900000000002,2.0,7.0
CHEMBL3353410,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,12.92,nM,7.89,active,499.6190000000003,4.509800000000003,2.0,7.0
CHEMBL250318,COc1cc2ncnc(C#CCCc3ccccc3)c2cc1OC,14.0,nM,7.85,active,318.3760000000001,3.631300000000002,0.0,4.0
CHEMBL210378,CN(C(=O)N(CCCl)N=O)c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,204.0,nM,6.69,active,419.2720000000001,4.805200000000003,1.0,6.0
CHEMBL4857477,CN(C(=O)NCCCl)c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,81.0,nM,7.09,active,390.27400000000017,4.411400000000003,2.0,4.0
CHEMBL4856453,COc1ccc(-c2coc3cc(OCC(=O)N/C=C\c4ccc(O)cc4)ccc3c2=O)cc1,33.1,nM,7.48,active,443.45500000000015,4.340100000000003,2.0,6.0
CHEMBL4859473,CCc1ccc(NCC(=O)Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc1,143.4,nM,6.84,active,398.4660000000001,3.8081000000000023,2.0,4.0
CHEMBL1988225,O=C(CNc1ccc(Cl)cc1)Nn1c(-c2ccccc2)nc2ccccc2c1=O,81.07,nM,7.09,active,404.85700000000014,3.8991000000000025,2.0,4.0
CHEMBL4849859,COc1ccc(/C=C2/SC(NN3Cc4ccccc4N=C3c3ccccc3)=NC2=O)cc1,136.0,nM,6.87,active,440.52800000000013,4.764200000000004,1.0,6.0
CHEMBL4877452,O=C1N=C(NN2Cc3ccccc3N=C2c2ccccc2)S/C1=C/c1ccc(O)cc1O,178.1,nM,6.75,active,442.50000000000017,4.166800000000004,3.0,7.0
CHEMBL4866476,O=C1N=C(NN2Cc3ccccc3N=C2c2ccccc2)S/C1=C/c1ccccc1,65.63,nM,7.18,active,410.5020000000001,4.755600000000004,1.0,5.0
CHEMBL4873571,CC(C)n1cc(C(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)c(F)c2)c(=O)n(-c2ccc(F)cc2)c1=O,1000.0,nM,,active,561.5450000000003,4.6464000000000025,2.0,6.0
CHEMBL4871569,Cc1nc2c(Br)cc(Br)cc2c(=O)n1N,72.0,nM,7.14,active,332.98300000000006,1.94372,1.0,3.0
CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,87.0,nM,7.06,active,393.4430000000002,3.405100000000002,1.0,7.0
CHEMBL4858176,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC[Se]CC1,25300.0,nM,4.60,inactive,509.8710000000004,4.799800000000004,1.0,6.0
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,15500.0,nM,4.81,inactive,446.9100000000004,4.275600000000003,1.0,7.0
CHEMBL4869634,CC(C)Oc1cc(F)ccc1Nc1ncnc2ccc(-c3ccc(C(=O)N4CCNCC4)cc3)nc12,10000.0,nM,,inactive,486.55100000000033,4.407100000000003,2.0,7.0
CHEMBL4873767,Oc1cc(Nc2ccnc3cc(-c4ccccc4)ccc23)ccc1Cl,100.0,nM,7.00,active,346.8170000000001,6.004400000000004,2.0,3.0
CHEMBL4850239,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c([N+](=O)[O-])c3)nc3[nH]ccc23)c1,111.0,nM,6.96,active,514.5460000000004,4.278300000000002,3.0,9.0
CHEMBL4847264,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(N)c3)nc3[nH]ccc23)c1,22.0,nM,7.66,active,484.5640000000003,3.952300000000001,4.0,8.0
CHEMBL4297865,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,21.0,nM,7.68,active,487.53900000000027,4.5092000000000025,3.0,7.0
CHEMBL4850239,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c([N+](=O)[O-])c3)nc3[nH]ccc23)c1,7.3,nM,8.14,active,514.5460000000004,4.278300000000002,3.0,9.0
CHEMBL4847264,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(N)c3)nc3[nH]ccc23)c1,2.2,nM,8.66,active,484.5640000000003,3.952300000000001,4.0,8.0
CHEMBL4297865,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,1.8,nM,8.74,active,487.53900000000027,4.5092000000000025,3.0,7.0
CHEMBL4850239,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c([N+](=O)[O-])c3)nc3[nH]ccc23)c1,10.0,nM,8.00,active,514.5460000000004,4.278300000000002,3.0,9.0
CHEMBL4847264,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(N)c3)nc3[nH]ccc23)c1,2.0,nM,8.70,active,484.5640000000003,3.952300000000001,4.0,8.0
CHEMBL4297865,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,2.1,nM,8.68,active,487.53900000000027,4.5092000000000025,3.0,7.0
CHEMBL4850239,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c([N+](=O)[O-])c3)nc3[nH]ccc23)c1,0.39,nM,9.41,active,514.5460000000004,4.278300000000002,3.0,9.0
CHEMBL4847264,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(N)c3)nc3[nH]ccc23)c1,0.21,nM,9.68,active,484.5640000000003,3.952300000000001,4.0,8.0
CHEMBL4297865,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,0.17,nM,9.77,active,487.53900000000027,4.5092000000000025,3.0,7.0
CHEMBL4850239,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c([N+](=O)[O-])c3)nc3[nH]ccc23)c1,10000.0,nM,,inactive,514.5460000000004,4.278300000000002,3.0,9.0
CHEMBL4847264,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(N)c3)nc3[nH]ccc23)c1,10000.0,nM,,inactive,484.5640000000003,3.952300000000001,4.0,8.0
CHEMBL4297865,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,10000.0,nM,,inactive,487.53900000000027,4.5092000000000025,3.0,7.0
CHEMBL4850239,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c([N+](=O)[O-])c3)nc3[nH]ccc23)c1,1.2,nM,8.92,active,514.5460000000004,4.278300000000002,3.0,9.0
CHEMBL4847264,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(N)c3)nc3[nH]ccc23)c1,0.76,nM,9.12,active,484.5640000000003,3.952300000000001,4.0,8.0
CHEMBL4297865,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,0.58,nM,9.24,active,487.53900000000027,4.5092000000000025,3.0,7.0
CHEMBL4850239,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c([N+](=O)[O-])c3)nc3[nH]ccc23)c1,829.0,nM,6.08,active,514.5460000000004,4.278300000000002,3.0,9.0
CHEMBL4847264,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(N)c3)nc3[nH]ccc23)c1,119.0,nM,6.92,active,484.5640000000003,3.952300000000001,4.0,8.0
CHEMBL4297865,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,279.0,nM,6.55,active,487.53900000000027,4.5092000000000025,3.0,7.0
CHEMBL3353410,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,430.0,nM,,active,499.6190000000003,4.509800000000003,2.0,7.0
CHEMBL4855850,C#CCNC(=O)c1cc(Nc2cc(C3CC3)[nH]n2)nc(N2CCN(Cc3ccc(S(=O)(=O)F)cc3)CC2)n1,244.0,nM,6.61,active,538.6090000000002,2.1640999999999995,3.0,9.0
CHEMBL4865792,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(Nc2cccc(NC(=O)CCl)c2)n1,946.0,nM,6.02,active,544.4430000000001,4.471600000000002,3.0,8.0
CHEMBL4854693,C=CS(=O)(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2Cl)c1,675.0,nM,6.17,active,558.0640000000004,4.1795000000000035,3.0,9.0
CHEMBL4846276,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(Nc2cccc(C(=O)Oc3ccc(F)cc3)c2)n1,10000.0,nM,,inactive,591.0430000000002,5.652600000000005,2.0,9.0
CHEMBL4873392,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(Nc2cccc(NCCS(=O)(=O)F)c2)n1,458.0,nM,6.34,active,578.0700000000002,4.005500000000002,3.0,10.0
CHEMBL4873600,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(Nc2cccc(NC(=O)c3cccc(S(=O)(=O)F)c3)c2)n1,476.0,nM,6.32,active,654.1240000000003,5.204800000000003,3.0,10.0
