molecule_chembl_id,canonical_smiles,standard_value,standard_units,pchembl_value,bioactivity_class,MW,LogP,HBD,HBA
CHEMBL54788,Fc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,44.67,nM,7.35,active,319.13700000000006,3.670000000000001,1.0,4.0
CHEMBL291496,Clc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,18.2,nM,7.74,active,335.59200000000004,4.184300000000001,1.0,4.0
CHEMBL300217,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,7.762,nM,8.11,active,316.16200000000003,3.113100000000001,2.0,5.0
CHEMBL54805,Brc1cccc(Nc2ncnc3cccnc23)c1,34.67,nM,7.46,active,301.14700000000005,3.530900000000001,1.0,4.0
CHEMBL328106,COc1cc2ncnc(Nc3ccc(Br)cc3)c2cc1OC,0.07244,nM,10.14,active,360.2110000000001,4.153100000000003,1.0,5.0
CHEMBL418967,CCCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCC,0.1738,nM,9.76,active,416.3190000000002,5.713500000000004,1.0,5.0
CHEMBL35820,CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC,0.006026,nM,,active,388.26500000000016,4.933300000000004,1.0,5.0
CHEMBL66409,O=[N+]([O-])c1cc2c(Nc3cccc(Br)c3)ncnc2cc1Cl,25.12,nM,7.60,active,379.6010000000001,4.697500000000002,1.0,5.0
CHEMBL65038,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],15.14,nM,7.82,active,375.18200000000013,4.052700000000002,1.0,6.0
CHEMBL92936,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],69.18,nM,7.16,active,374.19800000000015,4.085800000000002,2.0,6.0
CHEMBL63469,Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1Cl,6.607,nM,8.18,active,349.619,4.371500000000001,2.0,4.0
CHEMBL96780,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,3.802,nM,8.42,active,345.2000000000001,3.726700000000002,2.0,5.0
CHEMBL96489,CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,162.18,nM,6.79,active,358.24300000000005,3.7841000000000014,2.0,5.0
CHEMBL92937,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,0.6918,nM,9.16,active,344.2160000000001,3.759800000000001,3.0,5.0
CHEMBL90013,CN(C)c1ccc2c(Nc3cccc(Br)c3)ncnc2c1,11.22,nM,7.95,active,343.228,4.201900000000003,1.0,4.0
CHEMBL420254,CCNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,12.02,nM,7.92,active,343.228,4.567700000000002,2.0,4.0
CHEMBL92812,CNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,7.079,nM,8.15,active,329.201,4.177600000000002,2.0,4.0
CHEMBL93461,CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,40.74,nM,7.39,active,357.21100000000007,4.094300000000002,2.0,4.0
CHEMBL93302,Oc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,4.786,nM,8.32,active,316.158,3.841500000000001,2.0,4.0
CHEMBL328691,COC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,12.02,nM,7.92,active,373.21000000000004,4.314200000000002,2.0,5.0
CHEMBL52015,CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,85.11,nM,7.07,active,343.228,4.201900000000003,1.0,4.0
CHEMBL50344,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,4.074,nM,8.39,active,329.2010000000001,4.177600000000002,2.0,4.0
CHEMBL316064,COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OC,0.2455,nM,9.61,active,349.3120000000001,4.409400000000002,1.0,5.0
CHEMBL96065,COc1cc2ncnc(Nc3cccc(I)c3)c2cc1OC,0.8913,nM,9.05,active,407.2110000000001,3.9952000000000023,1.0,5.0
CHEMBL7917,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,0.3162,nM,9.50,active,315.7600000000001,4.044000000000002,1.0,5.0
CHEMBL94431,COc1cc2ncnc(Nc3cccc(F)c3)c2cc1OC,3.802,nM,8.42,active,299.30500000000006,3.529700000000002,1.0,5.0
CHEMBL94191,COc1cc2ncnc(Nc3ccccc3)c2cc1OC,29.51,nM,7.53,active,281.31500000000005,3.390600000000002,1.0,5.0
CHEMBL93284,O=[N+]([O-])c1ccc2c(Nc3cccc(I)c3)ncnc2c1,549.54,nM,6.26,active,392.156,3.8862000000000014,1.0,5.0
CHEMBL93635,O=[N+]([O-])c1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,812.83,nM,6.09,active,300.70500000000004,3.9350000000000014,1.0,5.0
CHEMBL433205,Nc1ccc2c(Nc3cccc(C(F)(F)F)c3)ncnc2c1,3.311,nM,8.48,active,304.27500000000003,3.974400000000002,2.0,4.0
CHEMBL330224,Nc1ccc2c(Nc3ccccc3)ncnc2c1,100.0,nM,7.00,active,236.27800000000005,2.9556000000000013,2.0,4.0
CHEMBL539102,COc1ccc2ncnc(Nc3ccccc3)c2c1.Cl,120.23,nM,6.92,active,287.75000000000006,3.803800000000002,1.0,4.0
CHEMBL328244,Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,575.44,nM,6.24,active,304.27500000000003,3.974400000000001,2.0,4.0
CHEMBL89940,Nc1ccc2ncnc(Nc3ccccc3)c2c1,776.25,nM,6.11,active,236.27800000000005,2.9556000000000004,2.0,4.0
CHEMBL328879,COc1ccc2ncnc(Nc3ccccc3)c2c1,56.23,nM,7.25,active,251.28900000000004,3.3820000000000014,1.0,4.0
CHEMBL92985,Fc1cccc(Nc2ncnc3ccccc23)c1,56.23,nM,7.25,active,239.25300000000004,3.512500000000001,1.0,3.0
CHEMBL328216,Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,0.1202,nM,9.92,active,330.1890000000001,3.300300000000001,3.0,5.0
CHEMBL93032,Oc1cc2ncnc(Nc3cccc(Br)c3)c2cc1O,0.1738,nM,9.76,active,332.1570000000001,3.5471000000000017,3.0,5.0
CHEMBL93181,COc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,10.0,nM,8.00,active,330.18500000000006,4.1445000000000025,1.0,4.0
CHEMBL94275,O=[N+]([O-])c1ccc2c(Nc3cccc(Br)c3)ncnc2c1,1000.0,nM,6.00,active,345.156,4.044100000000001,1.0,5.0
CHEMBL52197,COc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,354.81,nM,6.45,active,330.18500000000006,4.1445000000000025,1.0,4.0
CHEMBL329161,O=[N+]([O-])c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,912.01,nM,6.04,active,345.156,4.044100000000001,1.0,5.0
CHEMBL92824,FC(F)(F)c1cccc(Nc2ncnc3ccccc23)c1,588.84,nM,6.23,active,289.26000000000005,4.392200000000002,1.0,3.0
CHEMBL92825,Ic1cccc(Nc2ncnc3ccccc23)c1,81.28,nM,7.09,active,347.1590000000001,3.9780000000000015,1.0,3.0
CHEMBL290096,Brc1cccc(Nc2ncnc3ccccc23)c1,27.54,nM,7.56,active,300.15900000000005,4.135900000000001,1.0,3.0
CHEMBL329672,Clc1cccc(Nc2ncnc3ccccc23)c1,23.44,nM,7.63,active,255.708,4.0268000000000015,1.0,3.0
CHEMBL441083,Cc1cccc(Nc2ncnc3ccccc23)c1,912.01,nM,6.04,active,235.29000000000005,3.681820000000002,1.0,3.0
CHEMBL407534,O=C(O)/C=C/c1cc(CO)ccc1CO,780.0,nM,6.11,active,208.213,0.7689999999999999,3.0,3.0
CHEMBL406845,CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,480.0,nM,6.32,active,301.781,3.483900000000001,1.0,4.0
CHEMBL258940,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,3.0,nM,8.52,active,387.85000000000014,3.4620000000000015,2.0,7.0
CHEMBL258940,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,3.0,nM,8.52,active,387.85000000000014,3.4620000000000015,2.0,7.0
CHEMBL411901,CCn1cnc2c(N)nc(N(c3cccc(Cl)c3)[C@@H]3CCCC[C@@H]3N)nc21,10000.0,nM,,inactive,385.90300000000025,3.4898000000000007,2.0,6.0
CHEMBL328216,Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,0.12,nM,9.92,active,330.1890000000001,3.300300000000001,3.0,5.0
CHEMBL387187,O=C(Nc1cccc(Nc2cc(Nc3cccc(C(F)(F)F)c3)ncn2)c1)C1CC1,21.0,nM,7.68,active,413.4030000000001,5.331100000000003,3.0,5.0
CHEMBL387187,O=C(Nc1cccc(Nc2cc(Nc3cccc(C(F)(F)F)c3)ncn2)c1)C1CC1,63.0,nM,7.20,active,413.4030000000001,5.331100000000003,3.0,5.0
CHEMBL387187,O=C(Nc1cccc(Nc2cc(Nc3cccc(C(F)(F)F)c3)ncn2)c1)C1CC1,4.0,nM,8.40,active,413.4030000000001,5.331100000000003,3.0,5.0
CHEMBL35820,CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC,0.006,nM,,active,388.26500000000016,4.933300000000004,1.0,5.0
CHEMBL406375,c1ccc(-c2n[nH]c3c2oc2ccccc23)cc1,10000.0,nM,,inactive,234.258,3.9761000000000015,1.0,2.0
CHEMBL120077,COc1cc2c(cc1OC)-c1n[nH]c(Nc3cccc(F)c3)c1C2,100000.0,nM,,inactive,325.3430000000001,3.8808000000000016,2.0,4.0
CHEMBL86943,CCOC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,100000.0,nM,,inactive,310.35300000000007,3.3009400000000015,2.0,3.0
CHEMBL408565,O=C1Nc2ccccc2/C1=C/c1cc2c([nH]1)CCC(Br)C2,100000.0,nM,,inactive,343.224,3.7596000000000025,2.0,1.0
CHEMBL408565,O=C1Nc2ccccc2/C1=C/c1cc2c([nH]1)CCC(Br)C2,13300.0,nM,4.88,inactive,343.224,3.7596000000000025,2.0,1.0
CHEMBL261238,CN(c1cccnc1)c1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cn1,5000000.0,nM,,inactive,404.8360000000001,5.200480000000003,1.0,6.0
CHEMBL258726,CC(C)(C)c1cc(C=C2C(=O)C=CC2=O)cc(C(C)(C)C)c1O,320000.0,nM,,inactive,312.40900000000005,4.078600000000004,1.0,3.0
CHEMBL437612,Cc1cc(C=C2C(=O)C=CC2=O)cc(C)c1O,440000.0,nM,,inactive,228.24699999999999,2.1004400000000003,1.0,3.0
CHEMBL76904,N#CC(C#N)=Cc1ccc(O)c(O)c1,40000.0,nM,4.40,inactive,186.17,1.52836,2.0,4.0
CHEMBL56543,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1,100.0,nM,7.00,active,294.31,2.32118,3.0,4.0
CHEMBL29197,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,0.025,nM,10.60,active,360.2110000000001,4.153100000000003,1.0,5.0
CHEMBL13485,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Cl)cc32)c1C,20000.0,nM,,inactive,414.9370000000002,3.8492400000000018,3.0,3.0
CHEMBL258805,COc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2,10000.0,nM,,inactive,241.25000000000003,1.9109999999999994,2.0,3.0
CHEMBL259394,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4)cc3F)c2cc1OC,500.0,nM,,active,451.4290000000002,5.9665000000000035,2.0,5.0
CHEMBL179815,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)cc3F)c2cc1OC,500.0,nM,,active,469.4190000000002,6.105600000000003,2.0,5.0
CHEMBL259395,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccccc4F)cc3F)c2cc1OC,500.0,nM,,active,451.4290000000002,5.966500000000003,2.0,5.0
CHEMBL258694,Cc1nnc(-c2cn3ncnc(Nc4cnc5[nH]ccc5c4)c3c2C(C)C)o1,150.0,nM,6.82,active,374.4080000000002,3.8310200000000014,2.0,7.0
CHEMBL261592,Cc1cc2cc(Nc3ncnn4cc(-c5nnc(C)o5)c(C(C)C)c34)cnc2[nH]1,1000.0,nM,,active,388.4350000000002,4.139440000000002,2.0,7.0
CHEMBL445162,CS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1,30000.0,nM,,inactive,418.86200000000025,3.7494000000000014,2.0,8.0
CHEMBL255871,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,8.0,nM,8.10,active,391.41000000000014,3.3198000000000025,2.0,7.0
CHEMBL255237,COCCO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,14.0,nM,7.85,active,435.4630000000002,3.336400000000001,2.0,8.0
CHEMBL255236,COc1ccccc1CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,47.0,nM,7.33,active,497.5340000000002,4.898800000000003,2.0,8.0
CHEMBL255438,Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/OCc1ccccc1,23.0,nM,7.64,active,467.50800000000015,4.890200000000004,2.0,7.0
CHEMBL402293,CC(C)O/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,14.0,nM,7.85,active,419.46400000000017,4.0984000000000025,2.0,7.0
CHEMBL430031,CC(C)CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,32.0,nM,7.50,active,433.49100000000016,4.346000000000003,2.0,7.0
CHEMBL402294,CCO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,5.0,nM,8.30,active,405.4370000000001,3.709900000000002,2.0,7.0
CHEMBL256295,Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/O,12.0,nM,7.92,active,377.38300000000004,3.1476000000000015,3.0,7.0
CHEMBL256297,CO/N=C/c1c(N)ncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,12.0,nM,7.92,active,401.82900000000006,4.154200000000002,2.0,7.0
CHEMBL257815,CO/N=C/c1c(N)ncnc1Nc1ccc(OCc2ccccc2)c(Cl)c1,16.0,nM,7.80,active,383.83900000000006,4.015100000000002,2.0,7.0
CHEMBL257814,CO/N=C/c1c(N)ncnc1Nc1ccc2c(c1)CCN2Cc1cccc(F)c1,57.0,nM,7.24,active,392.43800000000016,3.4845000000000024,2.0,7.0
CHEMBL402316,CO/N=C/c1c(N)ncnc1Nc1ccc2[nH]c(Cc3cccc(F)c3)nc2c1,48.0,nM,7.32,active,391.41000000000014,3.3889000000000022,3.0,7.0
CHEMBL257816,CO/N=C/c1c(N)ncnc1Nc1ccc2c(ccn2Cc2cccc(F)c2)c1,13.0,nM,7.89,active,390.42200000000014,3.924800000000002,2.0,6.0
CHEMBL256527,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2ccc(F)cc2)c1,104.0,nM,6.98,active,391.41000000000014,3.3198000000000025,2.0,7.0
CHEMBL256529,CO/N=C/c1c(N)ncnc1Nc1ccc(OCc2cc(F)cc(F)c2)c(Cl)c1,33.0,nM,7.48,active,419.8190000000001,4.293300000000003,2.0,7.0
CHEMBL403357,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(OC)c2)c1,267.0,nM,6.57,active,403.4460000000002,3.189300000000002,2.0,8.0
CHEMBL255865,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(C#N)c2)c1,20.0,nM,7.70,active,398.4300000000002,3.052380000000002,2.0,8.0
CHEMBL255656,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(Cl)c2)c1,23.0,nM,7.64,active,407.8650000000001,3.834100000000002,2.0,7.0
CHEMBL402113,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2ccccc2)c1,44.0,nM,7.36,active,373.42000000000013,3.1807000000000016,2.0,7.0
CHEMBL255866,CO/N=C/c1c(N)ncnc1Nc1ccc2[nH]ncc2c1,306.0,nM,6.51,active,283.2950000000001,1.659,3.0,7.0
CHEMBL402149,CO/N=C/c1c(N)ncnc1Nc1cccc(Br)c1,24.0,nM,7.62,active,322.16600000000005,2.5452000000000012,2.0,6.0
CHEMBL255490,CO/N=C/c1c(N)ncnc1Nc1ccc(F)c(Cl)c1,70.0,nM,7.16,active,295.70500000000004,2.5752000000000006,2.0,6.0
CHEMBL498247,CCC(C)[C@@H]1[C@@](C)(C(=O)/C=C/OC)[C@H]2[C@H](C)C[C@@](C)(O)C[C@]2(O)C(=O)[C@@]1(C)O,10500.0,nM,4.98,inactive,396.52400000000017,2.2461000000000007,3.0,6.0
CHEMBL498249,CO[C@H](C)c1c(O)cc2c(c1O)C(=O)c1c(cc(O)c(O)c1O)C2=O,41000.0,nM,4.39,inactive,346.29100000000005,1.6974000000000014,5.0,8.0
CHEMBL498248,CO[C@H](C)c1c(O)cc2c(c1O)C(=O)c1c(O)cc(O)cc1C2=O,27500.0,nM,4.56,inactive,330.2920000000001,1.9918000000000007,4.0,7.0
CHEMBL524820,C[C@@H](O)c1c(O)cc2c(c1O)C(=O)c1c(O)cc(O)cc1C2=O,37500.0,nM,4.43,inactive,316.26500000000004,1.3376999999999997,5.0,7.0
CHEMBL443169,CCC(C)[C@@H]1[C@@](C)(C(=O)/C=C/N(c2ccccc2)c2ccc3ccccc3c2)[C@H]2[C@H](C)C[C@@](C)(O)C[C@]2(O)C(=O)[C@@]1(C)O,100000.0,nM,,inactive,583.7690000000003,6.591200000000011,3.0,6.0
CHEMBL145,O=C(O)/C=C/c1ccc(O)c(O)c1,1000000.0,nM,,inactive,180.159,1.1956,3.0,3.0
CHEMBL436817,N#Cc1cnc2c(Cl)cc(NCc3cnc[nH]3)cc2c1Nc1ccc(F)c(Cl)c1,40000.0,nM,,inactive,427.2700000000001,5.631180000000001,3.0,5.0
CHEMBL285063,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.08,nM,10.10,active,369.22200000000004,4.260400000000002,2.0,4.0
CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,3.6,nM,8.44,active,393.4430000000002,3.405100000000002,1.0,7.0
CHEMBL188762,CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.43,nM,9.37,active,371.238,4.484400000000003,2.0,4.0
CHEMBL94061,CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.22,nM,9.66,active,426.3180000000001,4.192200000000002,2.0,5.0
CHEMBL521184,O=c1c(-c2ccc(O)cc2)c(CNC2=NCCS2)oc2cc(O)cc(O)c12,20.0,ug.mL-1,,active,384.41300000000007,2.769200000000002,4.0,8.0
CHEMBL485475,O=c1c(-c2ccc(O)cc2)c(CN2CCCCC2)oc2cc(O)cc(O)c12,10.0,ug.mL-1,,active,367.401,3.5627000000000026,3.0,6.0
CHEMBL483428,CCOC(=O)CSCc1oc2cc(O)cc(O)c2c(=O)c1-c1ccc(O)cc1,4.0,ug.mL-1,,active,402.42400000000015,3.3731000000000018,3.0,8.0
CHEMBL518986,O=c1c(-c2ccc(O)cc2)c(CSC2=NCCS2)oc2cc(O)cc(O)c12,5.0,ug.mL-1,,active,401.4650000000001,3.912800000000002,3.0,8.0
CHEMBL490960,CSCc1oc2cc(O)cc(O)c2c(=O)c1-c1ccc(O)cc1,5.0,ug.mL-1,,active,330.361,3.4398000000000017,3.0,6.0
CHEMBL490980,NC(=O)c1oc2cc(O)cc(O)c2c(=O)c1-c1ccc(O)cc1,10.0,ug.mL-1,,active,313.265,1.6756999999999995,4.0,6.0
CHEMBL490773,CC(C)OC(=O)c1oc2cc(O)cc(O)c2c(=O)c1-c1ccc(O)cc1,10.0,ug.mL-1,,active,356.3300000000001,3.1420000000000012,3.0,7.0
CHEMBL522082,COC(=O)c1oc2cc(O)cc(O)c2c(=O)c1-c1ccc(O)cc1,2.0,ug.mL-1,,active,328.276,2.3633999999999995,3.0,7.0
CHEMBL489139,CCOC(=O)c1oc2cc(O)cc(O)c2c(=O)c1-c1ccc(O)cc1,2.0,ug.mL-1,,active,342.30300000000005,2.7535000000000007,3.0,7.0
CHEMBL443171,O=C(O)c1oc2cc(O)cc(O)c2c(=O)c1-c1ccc(O)cc1,2.0,ug.mL-1,,active,314.249,2.2749999999999995,4.0,6.0
CHEMBL521472,Cc1oc2cc(O)cc(O)c2c(=O)c1-c1ccc(O)cc1,2.0,ug.mL-1,,active,284.26699999999994,2.8852200000000003,3.0,5.0
CHEMBL485070,CCOc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O,400.0,nM,6.40,active,354.43100000000004,3.4754800000000023,2.0,5.0
CHEMBL490780,CCOc1cc(/C=C2/CCNC2=O)cc(CSc2ccccc2)c1O,900.0,nM,6.05,active,355.45900000000006,3.9865000000000035,2.0,4.0
CHEMBL85021,CC(C)c1cc(/C=C2\C(=O)Nc3ccccc32)cc(C(C)C)c1O,400.0,nM,6.40,active,321.4200000000001,5.131700000000004,2.0,2.0
CHEMBL522116,CSCc1cc(/C=C2\C(=O)Nc3ccccc32)cc(CSC)c1O,400.0,nM,6.40,active,357.5000000000001,4.6109000000000036,2.0,4.0
CHEMBL17329,COC(=O)/C=C/c1cc(O)ccc1O,20.0,ug.mL-1,,active,194.186,1.2839999999999998,2.0,4.0
CHEMBL1202061,CCOC(=O)C(=O)Oc1ccc(-c2c(C(=O)OCC)oc3cc(O)cc(O)c3c2=O)cc1.O=C(O)C(=O)O,1000.0,nM,6.00,active,532.4100000000003,1.6719999999999997,4.0,12.0
CHEMBL55748,N#CC(C#N)=C1C(=O)Nc2ccc(O)cc21,10000.0,nM,5.00,inactive,211.18,1.14506,2.0,4.0
CHEMBL56964,COc1cc2c(cc1O)NC(=O)C2=C(C#N)C#N,60000.0,nM,4.22,inactive,241.20599999999996,1.1536599999999997,2.0,5.0
CHEMBL490768,N#C/C(=C\c1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1)C(N)=O,400.0,nM,6.40,active,340.38200000000006,4.118480000000003,2.0,3.0
CHEMBL293584,N#CC(C#N)=C1CCc2cc(O)c(O)cc21,500.0,nM,6.30,active,212.208,1.8447599999999997,2.0,4.0
CHEMBL504173,CC(C)c1cc(/C=C(\C#N)C(N)=O)cc(C(C)C)c1O,1000.0,nM,6.00,active,272.34799999999996,3.031280000000002,2.0,3.0
CHEMBL490570,CC(C)(C)c1cc(/C=C(\C#N)C(N)=O)cc(C(C)(C)C)c1O,50000.0,nM,4.30,inactive,300.402,3.3794800000000023,2.0,3.0
CHEMBL538909,N#C/C(=C/c1cc(Cc2ccccc2)c(O)c(Cc2ccccc2)c1)C(N)=O,600.0,nM,6.22,active,368.4360000000001,3.9660800000000034,2.0,3.0
CHEMBL490569,N#C/C(=C\c1cc(CSc2ccccc2)c(O)c(OCc2ccccc2)c1)C(N)=O,800.0,nM,6.10,active,416.5020000000002,4.655780000000003,2.0,5.0
CHEMBL116595,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O,500.0,nM,6.30,active,340.404,3.085380000000002,2.0,5.0
CHEMBL520839,CCOc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(C)cc2)c1O,20000.0,nM,4.70,inactive,368.4580000000001,3.7839000000000023,2.0,5.0
CHEMBL489146,CC(=O)N/C=C/c1cc(O)ccc1O,3.0,ug.mL-1,,active,193.202,1.2046,3.0,3.0
CHEMBL450484,O=C(O)/C=C/c1cc(O)ccc1O,8.0,ug.mL-1,,active,180.159,1.1955999999999998,3.0,3.0
CHEMBL453504,O=CN/C=C/c1ccc(O)c(O)c1O,0.9,ug.mL-1,,active,195.17399999999998,0.5200999999999998,4.0,4.0
CHEMBL510499,O=CN/C=C/c1cc(Br)ccc1O,6.0,ug.mL-1,,active,242.07199999999997,1.8714,2.0,2.0
CHEMBL484053,COc1ccc(O)c(/C=C/NC=O)c1,6.0,ug.mL-1,,active,193.202,1.1175,2.0,3.0
CHEMBL46946,O=CN/C=C/c1ccc(O)c(O)c1,1.0,ug.mL-1,,active,179.17499999999998,0.8144999999999998,3.0,3.0
CHEMBL485485,O=CN/C=C/c1cccc(O)c1O,0.3,ug.mL-1,,active,179.17499999999998,0.8144999999999998,3.0,3.0
CHEMBL485484,O=CN/C=C/c1ccc(O)cc1O,30.0,ug.mL-1,,active,179.17499999999998,0.8144999999999998,3.0,3.0
CHEMBL485483,O=CN/C=C/c1ccc(O)cc1,10.0,ug.mL-1,,active,163.176,1.1089,2.0,2.0
CHEMBL503768,O=CN/C=C/c1cccc(O)c1,10.0,ug.mL-1,,active,163.176,1.1089,2.0,2.0
CHEMBL485283,O=CN/C=C/c1ccccc1O,100.0,ug.mL-1,,active,163.176,1.1089,2.0,2.0
CHEMBL47986,O=CN/C=C/c1cc(O)ccc1O,0.55,ug.mL-1,,active,179.17499999999998,0.8144999999999998,3.0,3.0
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,0.7,ug.mL-1,,active,270.24,2.576800000000001,3.0,5.0
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,0.1,ug.mL-1,,active,270.24,2.576800000000001,3.0,5.0
CHEMBL241609,O=c1c(-c2ccc(O)c(O)c2)coc2cc(O)cc(O)c12,0.1,ug.mL-1,,active,286.23900000000003,2.2824000000000004,4.0,6.0
CHEMBL418906,CC(C)(C)OC(=O)NCCNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,1000.0,nM,6.00,active,491.52200000000016,2.9562000000000017,2.0,8.0
CHEMBL490987,CC(C)NC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,1000.0,nM,6.00,active,390.4170000000001,2.839900000000001,1.0,6.0
CHEMBL76958,O=C(O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,1000.0,nM,6.00,active,349.32000000000005,2.3999000000000006,1.0,6.0
CHEMBL307481,O=[N+]([O-])/C=C/c1ccc(O)cc1,10000.0,nM,5.00,inactive,165.148,1.6395999999999997,1.0,3.0
CHEMBL56132,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccccc1,1000.0,nM,6.00,active,265.268,2.8876800000000014,2.0,4.0
CHEMBL520493,N#C/C(=C/c1ccc(O)c(O)c1)C(=O)Nc1ccccc1Cl,10000.0,nM,5.00,inactive,314.72800000000007,3.2968800000000007,3.0,4.0
CHEMBL490577,N#C/C(=C/c1ccc(O)c(O)c1)C(=O)NCCCCc1ccccc1,100.0,nM,7.00,active,336.391,3.143880000000001,3.0,4.0
CHEMBL296407,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,10000.0,nM,5.00,inactive,204.18499999999997,0.4900799999999999,3.0,4.0
CHEMBL76589,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)cc1,100.0,nM,7.00,active,236.234,1.55914,2.0,5.0
CHEMBL80745,COc1cc(/C=C(\C#N)C(N)=C(C#N)C#N)cc(O)c1O,1000.0,nM,6.00,active,282.259,1.27334,3.0,7.0
CHEMBL309598,N#CC(C#N)=C(O)c1cc(O)c(O)c(O)c1,10000.0,nM,5.00,inactive,218.16799999999998,1.1196599999999999,4.0,6.0
